4949,10126
81,5453
5858,10190
9797,10109
1111,4443
53,7372
65,1918
8383,10116
8181,10191
62,7978
404,10179
81,1716
80,3433
7474,10103
18,10197
33,10162
26,4039
2121,6362
61,5857
28,6362
3535,10174
7171,7776
66,10188
27,10161
2525,10128
7979,10106
95,6867
4747,10155
7,10141
1818,10196
55,3433
4949,10175
76,1211
38,1817
8888,10164
27,6665
2828,9089
8585,10190
808,1413
8,5352
25,6665
5959,10180
75,4342
5050,9897
7070,10175
3535,10130
505,3534
9696,10154
83,4443
3,504
3030,10109
909,3534
46,9190
5050,10179
78,3736
1010,10184
3131,10136
35,10185
3636,10120
36,4140
10,6261
25,10132
13,10194
2020,10112
6767,10170
7474,9998
20,10188
2424,6766
8383,10115
404,10165
29,10193
14,10149
6565,10113
92,9695
65,8382
51,7877
3636,10176
25,1918
2626,3332
48,3635
64,10164
5252,6261
72,10185
93,3534
3737,10151
3939,10195
3535,7069
1,201
47,10176
3636,3938
81,9998
93,4746
6363,10130
9898,10148
4545,10146
66,1009
1313,6564
8585,10143
7373,10161
4242,10195
1616,2120
64,7978
80,2423
2323,10199
2727,10193
9,2524
8787,9089
75,10200
8282,10120
8484,10100
1717,6261
1414,7877
19,1716
2929,5352
3232,10169
98,7069
101,1413
69,3534
25,2625
61,706
60,9493
3030,10183
8282,10183
3737,7069
7,10130
1313,3433
40,10199
4747,10166
6060,10198
66,4948
4545,8584
7979,10124
84,10197
606,4948
1212,10158
3,3938
3434,8382
5656,9897
70,10180
88,10197
2424,10175
1212,10107
2424,5655
4747,10116
97,201
52,10188
11,10175
25,10126
23,10124
2323,10115
1313,8685
1313,10154
33,8988
4545,5352
1717,10126
11,10128
87,10099
94,10099
16,7675
4242,8281
4545,7877
39,2928
25,10174
8686,10199
55,7069
8989,10129
6666,10162
4141,10191
35,10139
