24,10173
3275,2175
221,74
75,8577
1241,8163
3040,8163
646,8657
37,9808
3046,10200
3024,7172
3060,10172
803,10141
1169,9153
37,4941
258,0
3042,10149
1305,8495
648,2487
1373,7998
605,9069
1559,1389
1361,2378
678,6741
611,8163
1415,5976
76,5543
767,10197
512,2176
632,10198
605,10136
1367,2990
437,9561
37,10185
454,10166
2251,8329
563,2247
767,2175
3223,5282
600,8820
3307,8820
3129,10196
3027,2686
27,7504
1474,1523
3223,5199
1559,10155
648,5370
38,9399
35,8738
600,235
221,1389
38,8495
94,7420
1314,78
642,2209
1180,8163
28,7914
642,6911
1434,6825
512,2209
75,10199
297,10187
3029,2686
1011,8329
3029,2163
1361,10177
5544,19
2251,333
1415,10192
3191,5721
791,5721
577,9069
27,2036
3099,2495
16,10194
3030,5894
116,10182
1355,10170
3041,2686
648,10192
258,7750
1366,6221
1445,10175
3099,7086
1342,10152
47,2487
3099,9892
803,10140
62,10189
1445,2182
165,10162
3510,8986
1514,5894
605,19
1559,6741
124,90
803,9643
3033,8577
241,10137
1476,194
558,10140
3129,90
3038,10180
3036,6566
35,10183
812,10134
605,9971
719,7998
803,10136
3161,2379
3026,9399
3161,10180
1485,10141
3048,8657
67,1112
3028,7998
35,9643
1361,10200
3074,10158
3045,8329
3440,1389
70,1260
279,810
3021,4941
1169,8329
3049,10184
75,2173
1435,10159
38,1964
38,9318
791,9069
6310,7504
791,2379
767,5721
119,9236
1366,10171
1323,2895
1439,2013
1439,2209
577,2164
3022,9808
1373,10172
1314,79
70,5543
3046,8080
27,9971
258,9480
20,7504
28,2175
6999,10135
1323,10164
67,10193
649,6480
3027,7504
32,5199
3019,8738
56,2163
292,6221
688,2033
57,10174
1487,8820
3440,2903
80,10187
24,8329
68,90
258,2209
688,10186
3307,10185
3047,10180
3060,2582
791,5809
1474,10051
3028,10144
275,105
3019,2617
62,132
57,10151
43,10186
1361,194
3035,132
70,10196
70,5456
1559,10191
1239,777
1136,9971
1361,6221
3043,2175
70,9643
5633,7335
18,10199
3024,0
58,1777
1485,10163
1351,79
4071,10166
791,5
3022,10195
3019,9069
1342,33
1377,5632
26,10169
1346,2090
645,7832
1434,9069
27,10196
3307,8080
3253,5029
603,10158
3049,10198
53,10161
3191,2495
3050,2686
3036,5632
66,9399
3024,2033
563,71
1241,8820
1439,10158
62,10199
221,8903
3253,10190
221,10165
3161,10191
58,10134
119,10186
1359,8657
14,137
67,10156
275,10193
291,2161
3275,78
3074,10187
605,10144
57,10147
3440,8577
1369,10199
47,2176
66,10199
58,10169
31,10180
58,2746
563,10144
1415,2175
1226,10144
67,9561
6999,10177
720,6825
3023,10133
3028,10138
678,10160
3034,2171
49,9153
323,2164
3074,10150
5544,6566
1347,5894
291,8657
4415,2495
717,10154
1682,8738
803,10148
1307,2247
62,10200
119,9808
27,5632
1146,10134
124,2895
292,10134
618,10131
3337,6825
1342,10156
603,2090
66,10155
6310,10188
3039,10155
717,10158
1488,9069
1272,5456
3050,7914
1488,10138
3129,2170
99,8495
1415,7172
323,142
611,4854
3050,7086
1361,9808
3035,8986
1342,2036
3032,9643
301,9069
3033,10200
119,8903
1445,10198
1271,142
66,10151
1306,137
46,661
3191,78
1239,2746
3099,10164
3041,9153
35,10198
558,10148
3024,10174
649,5456
1439,1389
94,10183
3025,1927
3022,9561
1451,10176
3023,10153
3074,5029
1307,7832
1306,227
605,10168
3019,5543
5633,10191
3052,6480
20,10132
1347,10156
3019,4941
3045,7252
3047,10184
3129,6480
46,10151
3209,10133
649,7832
3044,7172
1315,132
35,10179
3025,8411
1451,10197
116,8245
124,10195
1306,10159
157,2487
1132,10184
717,5370
626,10147
717,142
4415,10199
1559,5632
57,10154
55,1927
1314,10163
24,235
24,10187
1226,10189
1359,7750
221,9399
1340,7086
3148,5456
803,8329
574,71
577,132
720,235
1415,8738
47,8411
3021,4767
1485,10195
614,10162
6222,7420
26,10145
60,10200
31,9561
3044,10155
292,2379
55,9561
563,10135
603,10147
1476,10139
14,10155
1342,10195
3112,8411
3019,5632
757,7668
720,1112
3112,1615
37,2582
1435,10193
646,8577
26,10142
645,10132
20,10197
3029,2033
323,9153
49,10137
24,7832
3275,10168
803,10165
1559,9318
66,10190
3028,10150
1376,10195
3161,10189
24,10162
76,7504
8246,10186
1391,10175
3099,2895
591,10176
302,9153
1377,10166
364,137
512,5543
3033,10192
42,9153
688,10131
1239,10140
3275,2164
3029,6825
3510,10187
767,2170
3510,2173
3099,1964
72,481
1136,8080
301,4680
18,10140
1011,10194
3223,10187
253,9399
591,2173
4328,7172
3041,1927
80,1112
1434,132
32,2378
8246,10187
626,333
1136,142
1485,1260
3030,10147
66,10161
605,5282
62,142
1366,10142
1011,2090
15,6911
302,7252
3044,8495
774,0
66,10182
3021,10133
552,5976
3026,9236
3023,10195
803,8245
1271,10152
1305,10191
258,33
558,8080
3209,9643
53,10179
3129,7914
47,2792
1476,2495
3044,10147
3045,8245
3019,9236
58,10152
3039,8080
124,10192
1169,10146
3043,1964
1485,6480
618,333
6999,1112
61,10139
57,10163
1451,1615
3148,10136
3021,10193
3042,33
76,7252
3028,1964
221,10149
28,5199
53,10175
577,33
774,10177
364,10165
3307,6480
3099,10168
2251,2247
614,10182
3044,10166
605,2247
1351,8577
8246,8738
3044,1964
3034,9971
3032,2182
165,10147
46,5
70,5370
577,38
3046,4592
1377,5456
16,10188
3099,8986
3044,10159
53,10183
243,1014
3148,194
6310,10051
512,5199
719,2090
18,10147
1169,10200
1514,10131
3112,2036
67,10200
645,2247
62,6309
20,10190
26,131
3191,5456
642,7914
297,2164
173,810
58,10191
275,8411
1346,10179
62,2161
1136,4592
243,19
3029,10197
3034,10162
688,5114
3510,7086
648,6654
253,7086
563,10174
31,8245
301,10188
1434,10161
1448,2495
57,74
15,7504
1239,10155
3022,10141
3337,10196
1435,4592
645,10175
3051,2033
3037,2163
364,10164
1434,7335
4071,9318
68,10190
3148,2013
1306,6221
1488,7335
116,10180
591,5370
1373,9971
558,10175
563,2746
3099,4680
43,10154
37,5456
1439,36
1514,131
3161,4680
3043,9399
1373,10179
1305,4854
1355,10184
4328,10136
3036,10185
618,1235
1241,5199
1271,6998
1488,10132
3024,10194
3440,481
72,10170
243,10051
1315,10188
1366,7420
173,661
1346,10165
678,10193
3025,10149
279,333
323,9808
297,8738
1272,8329
618,10176
1488,2164
1451,2990
119,4767
1415,10164
812,6998
1180,10185
56,4680
99,10151
1487,10195
563,7668
1340,0
3044,10176
618,5029
62,10051
56,5721
803,2746
18,10148
5544,10146
301,609
3223,7252
68,10143
454,10161
1559,10195
3275,2171
1415,8411
1136,2176
1445,10199
1351,10193
3023,2182
46,9318
591,10200
241,1235
80,53
3307,6998
3240,8329
3030,2161
603,6221
4415,10169
76,7668
3052,2013
1682,4680
1488,2209
648,105
649,9643
1514,10183
241,10183
99,7668
3022,2746
3223,4592
1485,10199
1239,10166
1011,10198
301,5894
5544,8903
57,1922
16,10197
3112,5894
3209,10158
1439,5029
1226,8738
61,9971
1361,10180
291,10197
1366,10175
3209,71
1366,6480
1239,810
28,0
1342,10188
1347,10175
1488,2247
3033,1922
1445,661
3223,8986
3223,10154
3034,9236
5544,6221
3307,2247
1347,2495
1474,10131
27,10131
3027,8163
1559,8657
5544,8329
3038,2582
1488,10174
49,10199
1435,7668
67,2617
1369,10162
791,10191
3036,10139
