203:0:176,187,198,90,91,92,93,94,95,215:1110000001
204:0:176,187,198,90,91,92,93,94,214,105:1110000010
205:0:176,187,198,90,91,92,93,213,104,105:1110000100
206:0:176,187,198,90,91,92,212,103,104,105:1110001000
207:0:176,187,198,90,91,211,102,103,104,105:1110010000
208:0:176,187,198,90,210,101,102,103,104,105:1110100000
209:0:176,187,198,209,100,101,102,103,104,105:1111000000
210:1:9,120,131,142,153,164,175,186,197,208:0000000000
211:1:119,19,131,142,153,164,175,186,197,208:1000000000
212:1:119,130,29,142,153,164,175,186,197,208:1100000000
213:1:119,130,141,39,153,164,175,186,197,208:1110000000
214:1:119,130,141,152,49,164,175,186,197,208:1111000000
215:1:119,130,141,152,163,59,175,186,197,208:1111100000
216:1:119,130,141,152,163,174,69,186,197,208:1111110000
217:1:119,130,141,152,163,174,185,79,197,208:1111111000
218:1:119,130,141,152,163,174,185,196,89,208:1111111100
219:1:119,130,141,152,163,174,185,196,207,99:1111111110
220:2:3,4,5,6,7,8,9,120:00000000
221:2:3,4,5,6,7,8,119,19:00000010
222:2:3,4,5,6,7,118,18,19:00000100
223:2:3,4,5,6,117,17,18,19:00001000
224:2:3,4,5,116,16,17,18,19:00010000
225:2:3,4,115,15,16,17,18,19:00100000
226:2:3,114,14,15,16,17,18,19:01000000
227:2:113,13,14,15,16,17,18,19:10000000
228:3:60,61,178,189,200,211:001111
229:3:60,177,71,189,200,211:010111
230:3:60,177,188,81,200,211:011011
231:3:60,177,188,199,91,211:011101
232:3:60,177,188,199,210,101:011110
233:3:176,70,71,189,200,211:100111
234:3:176,70,188,81,200,211:101011
235:3:176,70,188,199,91,211:101101
236:3:176,70,188,199,210,101:101110
237:3:176,187,80,81,200,211:110011
238:3:176,187,80,199,91,211:110101
239:3:176,187,80,199,210,101:110110
240:3:176,187,198,90,91,211:111001
241:3:176,187,198,90,210,101:111010
242:3:176,187,198,209,100,101:111100
243:4:20,21,134,145,156,167,178,189,200,211:0011111111
244:4:20,133,31,145,156,167,178,189,200,211:0101111111
245:4:20,133,144,41,156,167,178,189,200,211:0110111111
246:4:20,133,144,155,51,167,178,189,200,211:0111011111
247:4:20,133,144,155,166,61,178,189,200,211:0111101111
248:4:20,133,144,155,166,177,71,189,200,211:0111110111
249:4:20,133,144,155,166,177,188,81,200,211:0111111011
250:4:20,133,144,155,166,177,188,199,91,211:0111111101
251:4:20,133,144,155,166,177,188,199,210,101:0111111110
252:4:132,30,31,145,156,167,178,189,200,211:1001111111
253:4:132,30,144,41,156,167,178,189,200,211:1010111111
254:4:132,30,144,155,51,167,178,189,200,211:1011011111
255:4:132,30,144,155,166,61,178,189,200,211:1011101111
256:4:132,30,144,155,166,177,71,189,200,211:1011110111
257:4:132,30,144,155,166,177,188,81,200,211:1011111011
258:4:132,30,144,155,166,177,188,199,91,211:1011111101
259:4:132,30,144,155,166,177,188,199,210,101:1011111110
260:4:132,143,40,41,156,167,178,189,200,211:1100111111
261:4:132,143,40,155,51,167,178,189,200,211:1101011111
262:4:132,143,40,155,166,61,178,189,200,211:1101101111
263:4:132,143,40,155,166,177,71,189,200,211:1101110111
264:4:132,143,40,155,166,177,188,81,200,211:1101111011
265:4:132,143,40,155,166,177,188,199,91,211:1101111101
266:4:132,143,40,155,166,177,188,199,210,101:1101111110
267:4:132,143,154,50,51,167,178,189,200,211:1110011111
268:4:132,143,154,50,166,61,178,189,200,211:1110101111
269:4:132,143,154,50,166,177,71,189,200,211:1110110111
270:4:132,143,154,50,166,177,188,81,200,211:1110111011
271:4:132,143,154,50,166,177,188,199,91,211:1110111101
272:4:132,143,154,50,166,177,188,199,210,101:1110111110
273:4:132,143,154,165,60,61,178,189,200,211:1111001111
274:4:132,143,154,165,60,177,71,189,200,211:1111010111
275:4:132,143,154,165,60,177,188,81,200,211:1111011011
276:4:132,143,154,165,60,177,188,199,91,211:1111011101
277:4:132,143,154,165,60,177,188,199,210,101:1111011110
278:4:132,143,154,165,176,70,71,189,200,211:1111100111
279:4:132,143,154,165,176,70,188,81,200,211:1111101011
280:4:132,143,154,165,176,70,188,199,91,211:1111101101
281:4:132,143,154,165,176,70,188,199,210,101:1111101110
282:4:132,143,154,165,176,187,80,81,200,211:1111110011
283:4:132,143,154,165,176,187,80,199,91,211:1111110101
284:4:132,143,154,165,176,187,80,199,210,101:1111110110
285:4:132,143,154,165,176,187,198,90,91,211:1111111001
286:4:132,143,154,165,176,187,198,90,210,101:1111111010
287:4:132,143,154,165,176,187,198,209,100,101:1111111100
288:5:0,1,2,3,4,5,6,7,8,9,120,131,142,153,164,175,186,197,208:0000000000000000000
289:5:0,1,2,3,4,5,6,7,8,119,19,131,142,153,164,175,186,197,208:0000000001000000000
290:5:0,1,2,3,4,5,6,7,8,119,130,29,142,153,164,175,186,197,208:0000000001100000000
291:5:0,1,2,3,4,5,6,7,8,119,130,141,39,153,164,175,186,197,208:0000000001110000000
292:5:0,1,2,3,4,5,6,7,8,119,130,141,152,49,164,175,186,197,208:0000000001111000000
293:5:0,1,2,3,4,5,6,7,8,119,130,141,152,163,59,175,186,197,208:0000000001111100000
294:5:0,1,2,3,4,5,6,7,8,119,130,141,152,163,174,69,186,197,208:0000000001111110000
295:5:0,1,2,3,4,5,6,7,8,119,130,141,152,163,174,185,79,197,208:0000000001111111000
296:5:0,1,2,3,4,5,6,7,8,119,130,141,152,163,174,185,196,89,208:0000000001111111100
297:5:0,1,2,3,4,5,6,7,8,119,130,141,152,163,174,185,196,207,99:0000000001111111110
298:5:0,1,2,3,4,5,6,7,118,18,19,131,142,153,164,175,186,197,208:0000000010000000000
299:5:0,1,2,3,4,5,6,7,118,18,130,29,142,153,164,175,186,197,208:0000000010100000000
300:5:0,1,2,3,4,5,6,7,118,18,130,141,39,153,164,175,186,197,208:0000000010110000000
301:5:0,1,2,3,4,5,6,7,118,18,130,141,152,49,164,175,186,197,208:0000000010111000000
302:5:0,1,2,3,4,5,6,7,118,18,130,141,152,163,59,175,186,197,208:0000000010111100000
303:5:0,1,2,3,4,5,6,7,118,18,130,141,152,163,174,69,186,197,208:0000000010111110000
304:5:0,1,2,3,4,5,6,7,118,18,130,141,152,163,174,185,79,197,208:0000000010111111000
305:5:0,1,2,3,4,5,6,7,118,18,130,141,152,163,174,185,196,89,208:0000000010111111100
306:5:0,1,2,3,4,5,6,7,118,18,130,141,152,163,174,185,196,207,99:0000000010111111110
307:5:0,1,2,3,4,5,6,7,118,129,28,29,142,153,164,175,186,197,208:0000000011000000000
308:5:0,1,2,3,4,5,6,7,118,129,28,141,39,153,164,175,186,197,208:0000000011010000000
309:5:0,1,2,3,4,5,6,7,118,129,28,141,152,49,164,175,186,197,208:0000000011011000000
310:5:0,1,2,3,4,5,6,7,118,129,28,141,152,163,59,175,186,197,208:0000000011011100000
311:5:0,1,2,3,4,5,6,7,118,129,28,141,152,163,174,69,186,197,208:0000000011011110000
312:5:0,1,2,3,4,5,6,7,118,129,28,141,152,163,174,185,79,197,208:0000000011011111000
313:5:0,1,2,3,4,5,6,7,118,129,28,141,152,163,174,185,196,89,208:0000000011011111100
314:5:0,1,2,3,4,5,6,7,118,129,28,141,152,163,174,185,196,207,99:0000000011011111110
315:5:0,1,2,3,4,5,6,7,118,129,140,38,39,153,164,175,186,197,208:0000000011100000000
316:5:0,1,2,3,4,5,6,7,118,129,140,38,152,49,164,175,186,197,208:0000000011101000000
317:5:0,1,2,3,4,5,6,7,118,129,140,38,152,163,59,175,186,197,208:0000000011101100000
318:5:0,1,2,3,4,5,6,7,118,129,140,38,152,163,174,69,186,197,208:0000000011101110000
319:5:0,1,2,3,4,5,6,7,118,129,140,38,152,163,174,185,79,197,208:0000000011101111000
320:5:0,1,2,3,4,5,6,7,118,129,140,38,152,163,174,185,196,89,208:0000000011101111100
321:5:0,1,2,3,4,5,6,7,118,129,140,38,152,163,174,185,196,207,99:0000000011101111110
322:5:0,1,2,3,4,5,6,7,118,129,140,151,48,49,164,175,186,197,208:0000000011110000000
323:5:0,1,2,3,4,5,6,7,118,129,140,151,48,163,59,175,186,197,208:0000000011110100000
324:5:0,1,2,3,4,5,6,7,118,129,140,151,48,163,174,69,186,197,208:0000000011110110000
325:5:0,1,2,3,4,5,6,7,118,129,140,151,48,163,174,185,79,197,208:0000000011110111000
326:5:0,1,2,3,4,5,6,7,118,129,140,151,48,163,174,185,196,89,208:0000000011110111100
327:5:0,1,2,3,4,5,6,7,118,129,140,151,48,163,174,185,196,207,99:0000000011110111110
328:5:0,1,2,3,4,5,6,7,118,129,140,151,162,58,59,175,186,197,208:0000000011111000000
329:5:0,1,2,3,4,5,6,7,118,129,140,151,162,58,174,69,186,197,208:0000000011111010000
330:5:0,1,2,3,4,5,6,7,118,129,140,151,162,58,174,185,79,197,208:0000000011111011000
331:5:0,1,2,3,4,5,6,7,118,129,140,151,162,58,174,185,196,89,208:0000000011111011100
332:5:0,1,2,3,4,5,6,7,118,129,140,151,162,58,174,185,196,207,99:0000000011111011110
333:5:0,1,2,3,4,5,6,7,118,129,140,151,162,173,68,69,186,197,208:0000000011111100000
334:5:0,1,2,3,4,5,6,7,118,129,140,151,162,173,68,185,79,197,208:0000000011111101000
335:5:0,1,2,3,4,5,6,7,118,129,140,151,162,173,68,185,196,89,208:0000000011111101100
336:5:0,1,2,3,4,5,6,7,118,129,140,151,162,173,68,185,196,207,99:0000000011111101110
337:5:0,1,2,3,4,5,6,7,118,129,140,151,162,173,184,78,79,197,208:0000000011111110000
338:5:0,1,2,3,4,5,6,7,118,129,140,151,162,173,184,78,196,89,208:0000000011111110100
339:5:0,1,2,3,4,5,6,7,118,129,140,151,162,173,184,78,196,207,99:0000000011111110110
340:5:0,1,2,3,4,5,6,7,118,129,140,151,162,173,184,195,88,89,208:0000000011111111000
341:5:0,1,2,3,4,5,6,7,118,129,140,151,162,173,184,195,88,207,99:0000000011111111010
342:5:0,1,2,3,4,5,6,7,118,129,140,151,162,173,184,195,206,98,99:0000000011111111100
343:5:0,1,2,3,4,5,6,117,17,18,19,131,142,153,164,175,186,197,208:0000000100000000000
344:5:0,1,2,3,4,5,6,117,17,18,130,29,142,153,164,175,186,197,208:0000000100100000000
345:5:0,1,2,3,4,5,6,117,17,18,130,141,39,153,164,175,186,197,208:0000000100110000000
346:5:0,1,2,3,4,5,6,117,17,18,130,141,152,49,164,175,186,197,208:0000000100111000000
347:5:0,1,2,3,4,5,6,117,17,18,130,141,152,163,59,175,186,197,208:0000000100111100000
348:5:0,1,2,3,4,5,6,117,17,18,130,141,152,163,174,69,186,197,208:0000000100111110000
349:5:0,1,2,3,4,5,6,117,17,18,130,141,152,163,174,185,79,197,208:0000000100111111000
350:5:0,1,2,3,4,5,6,117,17,18,130,141,152,163,174,185,196,89,208:0000000100111111100
351:5:0,1,2,3,4,5,6,117,17,18,130,141,152,163,174,185,196,207,99:0000000100111111110
352:5:0,1,2,3,4,5,6,117,17,129,28,29,142,153,164,175,186,197,208:0000000101000000000
353:5:0,1,2,3,4,5,6,117,17,129,28,141,39,153,164,175,186,197,208:0000000101010000000
354:5:0,1,2,3,4,5,6,117,17,129,28,141,152,49,164,175,186,197,208:0000000101011000000
355:5:0,1,2,3,4,5,6,117,17,129,28,141,152,163,59,175,186,197,208:0000000101011100000
356:5:0,1,2,3,4,5,6,117,17,129,28,141,152,163,174,69,186,197,208:0000000101011110000
357:5:0,1,2,3,4,5,6,117,17,129,28,141,152,163,174,185,79,197,208:0000000101011111000
358:5:0,1,2,3,4,5,6,117,17,129,28,141,152,163,174,185,196,89,208:0000000101011111100
359:5:0,1,2,3,4,5,6,117,17,129,28,141,152,163,174,185,196,207,99:0000000101011111110
360:5:0,1,2,3,4,5,6,117,17,129,140,38,39,153,164,175,186,197,208:0000000101100000000
361:5:0,1,2,3,4,5,6,117,17,129,140,38,152,49,164,175,186,197,208:0000000101101000000
362:5:0,1,2,3,4,5,6,117,17,129,140,38,152,163,59,175,186,197,208:0000000101101100000
363:5:0,1,2,3,4,5,6,117,17,129,140,38,152,163,174,69,186,197,208:0000000101101110000
364:5:0,1,2,3,4,5,6,117,17,129,140,38,152,163,174,185,79,197,208:0000000101101111000
365:5:0,1,2,3,4,5,6,117,17,129,140,38,152,163,174,185,196,89,208:0000000101101111100
366:5:0,1,2,3,4,5,6,117,17,129,140,38,152,163,174,185,196,207,99:0000000101101111110
367:5:0,1,2,3,4,5,6,117,17,129,140,151,48,49,164,175,186,197,208:0000000101110000000
368:5:0,1,2,3,4,5,6,117,17,129,140,151,48,163,59,175,186,197,208:0000000101110100000
369:5:0,1,2,3,4,5,6,117,17,129,140,151,48,163,174,69,186,197,208:0000000101110110000
370:5:0,1,2,3,4,5,6,117,17,129,140,151,48,163,174,185,79,197,208:0000000101110111000
371:5:0,1,2,3,4,5,6,117,17,129,140,151,48,163,174,185,196,89,208:0000000101110111100
372:5:0,1,2,3,4,5,6,117,17,129,140,151,48,163,174,185,196,207,99:0000000101110111110
373:5:0,1,2,3,4,5,6,117,17,129,140,151,162,58,59,175,186,197,208:0000000101111000000
374:5:0,1,2,3,4,5,6,117,17,129,140,151,162,58,174,69,186,197,208:0000000101111010000
375:5:0,1,2,3,4,5,6,117,17,129,140,151,162,58,174,185,79,197,208:0000000101111011000
376:5:0,1,2,3,4,5,6,117,17,129,140,151,162,58,174,185,196,89,208:0000000101111011100
377:5:0,1,2,3,4,5,6,117,17,129,140,151,162,58,174,185,196,207,99:0000000101111011110
378:5:0,1,2,3,4,5,6,117,17,129,140,151,162,173,68,69,186,197,208:0000000101111100000
379:5:0,1,2,3,4,5,6,117,17,129,140,151,162,173,68,185,79,197,208:0000000101111101000
380:5:0,1,2,3,4,5,6,117,17,129,140,151,162,173,68,185,196,89,208:0000000101111101100
381:5:0,1,2,3,4,5,6,117,17,129,140,151,162,173,68,185,196,207,99:0000000101111101110
382:5:0,1,2,3,4,5,6,117,17,129,140,151,162,173,184,78,79,197,208:0000000101111110000
383:5:0,1,2,3,4,5,6,117,17,129,140,151,162,173,184,78,196,89,208:0000000101111110100
384:5:0,1,2,3,4,5,6,117,17,129,140,151,162,173,184,78,196,207,99:0000000101111110110
385:5:0,1,2,3,4,5,6,117,17,129,140,151,162,173,184,195,88,89,208:0000000101111111000
386:5:0,1,2,3,4,5,6,117,17,129,140,151,162,173,184,195,88,207,99:0000000101111111010
387:5:0,1,2,3,4,5,6,117,17,129,140,151,162,173,184,195,206,98,99:0000000101111111100
388:5:0,1,2,3,4,5,6,117,128,27,28,29,142,153,164,175,186,197,208:0000000110000000000
389:5:0,1,2,3,4,5,6,117,128,27,28,141,39,153,164,175,186,197,208:0000000110010000000
390:5:0,1,2,3,4,5,6,117,128,27,28,141,152,49,164,175,186,197,208:0000000110011000000
391:5:0,1,2,3,4,5,6,117,128,27,28,141,152,163,59,175,186,197,208:0000000110011100000
392:5:0,1,2,3,4,5,6,117,128,27,28,141,152,163,174,69,186,197,208:0000000110011110000
393:5:0,1,2,3,4,5,6,117,128,27,28,141,152,163,174,185,79,197,208:0000000110011111000
394:5:0,1,2,3,4,5,6,117,128,27,28,141,152,163,174,185,196,89,208:0000000110011111100
395:5:0,1,2,3,4,5,6,117,128,27,28,141,152,163,174,185,196,207,99:0000000110011111110
396:5:0,1,2,3,4,5,6,117,128,27,140,38,39,153,164,175,186,197,208:0000000110100000000
397:5:0,1,2,3,4,5,6,117,128,27,140,38,152,49,164,175,186,197,208:0000000110101000000
398:5:0,1,2,3,4,5,6,117,128,27,140,38,152,163,59,175,186,197,208:0000000110101100000
399:5:0,1,2,3,4,5,6,117,128,27,140,38,152,163,174,69,186,197,208:0000000110101110000
400:5:0,1,2,3,4,5,6,117,128,27,140,38,152,163,174,185,79,197,208:0000000110101111000
401:5:0,1,2,3,4,5,6,117,128,27,140,38,152,163,174,185,196,89,208:0000000110101111100
402:5:0,1,2,3,4,5,6,117,128,27,140,38,152,163,174,185,196,207,99:0000000110101111110
403:5:0,1,2,3,4,5,6,117,128,27,140,151,48,49,164,175,186,197,208:0000000110110000000
